股票代码,公司简称,cos,Indcd,文字数量
002613,北玻股份,0.19926885902548885,C35,27119
002931,锋龙股份,0.19926145415110894,C35,25911
002264,新华都,0.19925382622672377,F52,15589
002255,ST海陆,0.1992321374141749,C34,21334
300909,汇创达,0.19918940485569575,C39,16869
688219,会通股份,0.19917125698514954,C29,18867
600410,华胜天成,0.199128194076672,I65,21644
000338,潍柴动力,0.19911459581414262,C36,26053
002201,九鼎新材,0.19905251886039774,C30,19041
002657,中科金财,0.1990514026937355,I65,18537
002006,精功科技,0.19900534834828804,C35,23798
002408,齐翔腾达,0.19896840897455034,C26,16132
688009,中国通号,0.19894274806807932,C37,11939
300467,迅游科技,0.19893737055277697,I64,13628
200986,粤华包B,0.19890524715272234,C22,12455
002205,国统股份,0.1988461001500892,C30,24599
603758,秦安股份,0.1988328937608254,C36,24561
002268,卫士通,0.19871579727360408,I65,19499
002115,三维通信,0.19869994590649748,C39,23887
300736,百邦科技,0.19869886496231745,O80,16546
002899,英派斯,0.19861347529131618,C24,33875
000890,ST胜尔,0.1985496826453028,C33,12582
300746,汉嘉设计,0.19854460362156814,M74,13978
300758,七彩化学,0.19851504945920403,C26,21322
000790,华神科技,0.19850886757400968,C27,14779
600797,浙大网新,0.1984869211517296,I64,21891
002694,顾地科技,0.19844583783121095,C29,11499
002663,普邦股份,0.19842485369580481,E48,17741
601179,中国西电,0.19840561712765925,D44,15675
688055,龙腾光电,0.1983883303763697,C39,13475
600126,杭钢股份,0.19836232633032333,C31,20237
300549,优德精密,0.1983607257770667,C35,17055
600185,格力地产,0.1983421054802506,I64,12735
300032,金龙机电,0.19831103173915388,C39,15740
300862,蓝盾光电,0.19830064255099186,C40,17899
002370,亚太药业,0.19823777774341855,C27,27507
300283,温州宏丰,0.19823600045983875,C38,23678
002580,圣阳股份,0.19818855893290527,C38,18112
688085,三友医疗,0.1981453017716714,C35,16242
603496,2020年,0.19810307344571357,C39,26660
300750,宁德时代,0.1980967841871874,C38,18184
603286,日盈电子,0.19803196360347547,C36,16702
688628,优利德,0.1979733826718593,C40,20404
002164,宁波东力,0.19794037719499616,C34,12532
300354,东华测试,0.19790705628601857,C40,21489
688558,国盛智科,0.19785416299944766,C34,14745
002833,弘亚数控,0.19785226794609556,C35,13284
605377,华旺科技,0.19782500563278266,C22,11903
300115,长盈精密,0.19777791205583187,C39,20648
002498,汉缆股份,0.19774467354926842,C38,12991
300885,海昌新材,0.1976816326502308,C33,19480
603186,华正新材,0.19768128071039678,C39,21468
000881,中广核技,0.19763123769163443,S90,28020
603709,中源家居,0.19755995944347876,C21,19089
002236,大华股份,0.19754318174198293,C39,24154
002606,大连电瓷,0.1975371537696143,C38,16823
603988,中电电机,0.19751241607856204,C38,16142
600764,中国海防,0.19748501850674163,C39,22216
300021,大禹节水,0.19746686363034524,C35,30159
002123,梦网科技,0.1974086268573524,C38,16868
300663,科蓝软件,0.19738474923959348,I65,24877
603388,元成股份,0.1973749814575014,E48,20101
603956,威派格,0.19729489397185745,C35,19040
000662,ST天夏,0.19729013628952766,S90,24396
601456,国联证券,0.19728018503276742,J67,24939
600468,百利电气,0.1972417985401762,C34,15584
002506,协鑫集成,0.19722889952280223,C39,17088
002209,达意隆,0.19721923901718558,C35,18771
603383,顶点软件,0.19716088306568055,I65,11404
003010,若羽臣,0.19715425915570198,I64,19887
002518,科士达,0.19713553012373775,C38,21822
002316,亚联发展,0.19710637300317957,I63,21286
000725,京东方A,0.19707372327094597,C39,22394
300120,经纬辉开,0.1970706749513705,C38,19798
000584,哈工智能,0.19706676056412126,S90,35882
000166,申万宏源,0.19706413162082784,J67,42296
002290,ST中科创,0.1970528265585625,C41,8081
603602,纵横通信,0.1970484821670116,I65,18729
000717,韶钢松山,0.19700218445419407,C31,11707
603859,能科股份,0.19695910839248046,M74,15598
300915,海融科技,0.19692995919045644,C14,20593
300948,冠中生态,0.19692099595031953,N77,15535
603236,移远通信,0.19678057431105772,C39,13668
000503,国新健康,0.19675342791286604,S90,22323
300477,合纵科技,0.1967247672528375,C38,15711
002058,威尔泰,0.19668264517420217,C40,14260
000750,国海证券,0.19661892011070983,C27,36221
300316,晶盛机电,0.19657464016757947,C35,27299
300547,川环科技,0.19656195677104626,C29,15033
300083,创世纪,0.19652611607603407,C39,34459
300334,津膜科技,0.1965253934719999,C35,19142
300205,天喻信息,0.19646188659773803,C39,17837
603068,博通集成,0.1964564567896475,C39,12714
002919,名臣健康,0.19639937349449815,C26,21134
002775,文科园林,0.19635953278307167,E48,14946
300550,和仁科技,0.1963544407519611,I65,27872
688160,步科股份,0.19631745191216318,C40,19673
002965,祥鑫科技,0.19630720575412972,C33,22881
000055,方大集团,0.1963070669016856,C33,25062
002400,省广集团,0.19620962349848298,L72,18716
002504,弘高创意,0.19618749132445673,C39,10750
688317,之江生物,0.19616780881460216,C27,17084
600512,腾达建设,0.19613187310492453,E48,16927
300077,国民技术,0.19612951455043248,C39,35344
002660,茂硕电源,0.19611169039863532,C39,20661
300517,海波重科,0.19609182852488174,E48,23246
300797,钢研纳克,0.19605951853218687,M74,20664
600339,中油工程,0.19604017424099854,C25,26311
002210,ST飞马,0.1959366716689672,O81,15872
688369,致远互联,0.1958523948034305,I65,16532
688023,安恒信息,0.19580510552783678,I65,6389
300933,中辰股份,0.19579729076938085,C38,15889
000066,中国长城,0.19579222025292078,C39,36662
603586,金麒麟,0.19564175142156096,C36,13984
000070,特发信息,0.19555216895813815,C39,26585
605369,拱东医疗,0.19552330035054036,C35,27369
300959,线上线下,0.19548800351484932,I65,11547
002469,三维工程,0.19540313758684313,L72,21409
002698,博实股份,0.19539648740631002,C35,28143
688561,奇安信,0.19525772790184048,I65,23739
300047,天源迪科,0.19523730888239796,I65,23380
000989,九芝堂,0.19519044476670364,C27,25974
603115,海星股份,0.1951474302622515,C39,6911
002275,桂林三金,0.19513721948645746,C27,22408
300522,世名科技,0.19511496030065784,C26,27678
688118,普元信息,0.1950583086835058,I65,11731
600381,青海春天,0.19504848876509837,F51,15966
600816,ST安信,0.19503599896012835,J67,15326
603815,交建股份,0.1950049226015397,E48,11668
300305,裕兴股份,0.19493259195293516,C29,16026
300980,祥源新材,0.19491570444704412,C29,17843
300902,国安达,0.19482911282205842,C35,16699
688127,蓝特光学,0.19480962397438276,C41,15252
300752,隆利科技,0.194801446032129,C39,24269
605378,野马电池,0.19478694136463756,C38,10954
601137,博威合金,0.19477909297156068,C32,21015
600843,上工申贝,0.19476070471345744,C35,17712
002718,友邦吊顶,0.1947505973660842,C41,15887
601766,中国中车,0.19472562964399823,C37,19439
300715,凯伦股份,0.1946623022634128,C30,22466
603618,杭电股份,0.19462528467901802,C38,18153
600664,哈药股份,0.19461775435084255,C27,27929
300837,浙矿股份,0.19457546302066697,C35,23552
300458,全志科技,0.19456283541834468,C39,15563
600110,诺德股份,0.19456160549431956,C41,15917
300686,智动力,0.19452885911357046,C39,17876
300661,圣邦股份,0.19451808891793565,C39,17411
002662,京威股份,0.19449083727970906,C36,9384
002245,蔚蓝锂芯,0.19443099780047482,O81,15803
603042,华脉科技,0.1944223545529236,C39,14432
002691,冀凯股份,0.19438965691117271,C35,10182
002866,传艺科技,0.19438752665980816,C39,21480
002706,良信电器,0.19434846461746436,C38,9210
000407,胜利股份,0.1943119420881736,C29,19858
000882,华联股份,0.19427984752269342,F51,22568
600651,ST飞乐,0.1942450123516321,C38,23380
603955,大千生态,0.19422100565175623,E48,16879
300034,钢研高纳,0.19413226453478974,C32,10262
002331,皖通科技,0.19399820702253007,I65,28675
002005,ST德豪,0.19396302873360707,C38,14736
300310,宜通世纪,0.19395452179378211,I63,27677
300777,中简科技,0.1939538085524925,C28,13542
003001,中岩大地,0.1939328640930534,E48,23998
300763,锦浪科技,0.19391654472475955,C38,24957
300256,星星科技,0.19389174698251832,C39,21840
300653,正海生物,0.19386936272665553,C35,23513
300906,日月明,0.1938627653405221,C37,19398
002913,奥士康,0.1938422205817226,C39,24254
002939,长城证券,0.19383233350421963,J67,41187
002378,章源钨业,0.1936948123794929,C32,19679
002798,帝欧家居,0.19369336930118078,C21,19098
601699,潞安环能,0.19364337990054686,B06,19331
003031,中瓷电子,0.19364278094827486,C39,13122
002517,恺英网络,0.19346966320872036,C19,22021
603893,瑞芯微,0.1934422319386768,C39,16126
002328,新朋股份,0.193423744691114,C33,16877
300723,一品红,0.19341730731223067,C27,30839
000541,佛山照明,0.1933168705783923,C38,21899
002242,九阳股份,0.19331422746010987,C38,12462
603690,至纯科技,0.19328209427576565,C35,15474
603416,信捷电气,0.19324904426731754,C40,14690
002318,久立特材,0.19322591877545436,C31,27514
600594,益佰制药,0.1932003183814846,C27,29800
603267,鸿远电子,0.1931267873202825,C39,17550
300012,华测检测,0.19305547040002918,M74,39500
600570,恒生电子,0.19305394789534658,I65,19682
002456,欧菲光,0.1930076281717001,C39,24979
300716,国立科技,0.19298661282667737,C29,19875
605068,明新旭腾,0.1929437860278524,C19,13581
603599,广信股份,0.19292934865854697,C26,16517
000560,我爱我家,0.1929184892035612,F52,23227
688788,科思科技,0.1929173217080789,C39,16479
688088,虹软科技,0.1929033167699055,I65,21504
601618,中国中冶,0.1928819306125449,E50,21710
002355,兴民智通,0.19284687489336755,C36,19076
000030,富奥股份,0.19282415846874829,C41,8024
300384,三联虹普,0.1927310908955481,M74,31208
300290,荣科科技,0.1927306253375941,I64,30937
000049,德赛电池,0.1927195461221636,C38,12713
603587,地素时尚,0.19265904857547153,C18,20706
002645,华宏科技,0.19263048746609412,C35,14432
603595,东尼电子,0.1926088990591367,C39,17052
603288,海天味业,0.19257804183479416,C14,19050
002853,皮阿诺,0.19251749393543294,C21,26534
300756,金马游乐,0.1924411640458008,C24,19723
603238,诺邦股份,0.19238885887580395,C17,9628
002451,摩恩电气,0.19235262135377912,C38,20223
603081,大丰实业,0.19234079357409534,C35,20947
003011,海象新材,0.19232219754774904,C29,21718
002386,天原股份,0.1922873775690709,C26,24049
002597,金禾实业,0.19222616516476565,C26,26514
688689,银河微电,0.19221583234962195,C39,15447
300669,沪宁股份,0.19221218632726336,C34,23882
601038,一拖股份,0.19216448288966875,C35,15293
002141,贤丰控股,0.19213675610409145,C39,18441
002870,香山股份,0.19210770484043452,C40,21267
688617,惠泰医疗,0.19208783470440166,C35,19808
002981,朝阳科技,0.19207787437762092,C39,15494
600560,金自天正,0.19201573355137957,C35,14574
000020,深华发A,0.19189627495462763,C39,10360
002001,新和成,0.1918670413987826,C26,21644
002670,国盛金控,0.1918346179683229,C38,21657
300108,吉药控股,0.19182496656557635,C26,10210
300519,新光药业,0.19181518042684562,C27,16518
605151,西上海,0.19180145381683492,C36,21495
002512,达华智能,0.19179643243434605,C39,16743
002789,建艺集团,0.19179538607894248,E50,19957
002114,罗平锌电,0.19179148182553463,C32,29245
002806,华锋股份,0.19173366488581056,C39,19490
002822,中装建设,0.19171768017081453,E50,25647
002988,豪美新材,0.19168807478093836,C32,18110
002260,ST德奥,0.19164238315041246,C38,18355
002972,科安达,0.1916266545004796,C39,14397
000987,越秀金控,0.19160537321844623,F52,23981
300999,金龙鱼,0.19158847828035463,C13,29750
002921,联诚精密,0.19157635736298775,C33,22076
688585,上纬新材,0.19153535239461905,C26,20317
000565,渝三峡A,0.19147406210549156,C26,26453
688658,悦康药业,0.19147203124868964,C27,25413
300306,远方信息,0.1914592159852145,C40,24377
601208,东材科技,0.19139488020317627,C28,28110
002334,英威腾,0.19130659885360027,C38,15825
600623,华谊集团,0.19129950639640592,C29,24005
002365,永安药业,0.19129622203202942,C27,23651
601028,玉龙股份,0.19127552931596936,C31,11266
002297,博云新材,0.19122084632498926,C35,17869
003012,东鹏控股,0.1911685616298455,C30,20819
002883,中设股份,0.19101374461744033,M74,17309
002225,濮耐股份,0.19099681199857527,C30,19406
002587,奥拓电子,0.19098154196053774,C39,24339
002015,协鑫能科,0.19096545866201386,C17,24610
600169,太原重工,0.1908820895536495,C35,20553
002566,益盛药业,0.19087233573280493,C27,14372
300196,长海股份,0.19086668618899988,C30,26823
000910,大亚圣象,0.1908152070330817,C22,16314
603683,晶华新材,0.19080656309497154,C26,28647
605158,华达新材,0.19077167328801578,C33,14493
600103,青山纸业,0.19075364376926193,C22,8704
002315,焦点科技,0.1907389408287314,I64,28105
603916,苏博特,0.19072504550248134,C26,13504
300057,万顺新材,0.19069827009854234,C22,26941
002708,光洋股份,0.19069764627414723,C34,19626
002322,理工环科,0.19068193985891901,C38,23540
000782,美达股份,0.1906625856050358,C28,15333
002852,道道全,0.1906347126438844,C13,22402
600784,鲁银投资,0.19061398797983178,C31,13032
603021,山东华鹏,0.19060793893535916,C30,20278
002206,海利得,0.19059251005065864,C28,22513
002523,天桥起重,0.19056066382710135,C35,22451
600804,鹏博士,0.1905573479860038,I64,15421
601995,中金公司,0.19053674193598924,J67,36438
002752,昇兴股份,0.1905222249808209,C33,18231
002103,广博股份,0.19051614946814116,C24,18256
000034,神州数码,0.19050926046396136,S90,28477
002232,启明信息,0.19047243035476258,I65,22066
002030,达安基因,0.19043705946350303,C27,18508
300782,卓胜微,0.19041680652805323,C39,29630
300532,今天国际,0.19039370062823052,I65,19268
002973,侨银股份,0.1903800558182148,N78,22074
000780,ST平能,0.19032794198149677,B06,12296
300001,特锐德,0.19027250892704375,C38,26729
300373,扬杰科技,0.19026802311645707,C38,21201
600633,浙数文化,0.19025615374365634,C26,17168
300131,英唐智控,0.19023589449146208,C39,20349
002129,中环股份,0.19022791476590983,C39,24006
603266,天龙股份,0.19021849971946764,C29,6932
600569,2020年,0.19020897896227879,C31,13319
002389,航天彩虹,0.190119260030072,C39,19622
300908,仲景食品,0.1900498008770541,C14,21457
002672,东江环保,0.18998346612258118,N77,19012
002397,梦洁股份,0.18998081002760542,C17,19685
688019,安集科技,0.18997793441095942,C39,19790
300188,美亚柏科,0.18992758594174655,I64,40110
002942,新农股份,0.18989352295159273,C26,28751
002197,证通电子,0.18988593780096247,C35,38862
002821,凯莱英,0.18985868209608847,C27,23669
002467,二六三,0.18981890760115316,I63,26531
000550,江铃汽车,0.1898001148664077,C36,13075
002486,嘉麟杰,0.18979866803324327,C17,23882
300427,红相股份,0.1897769350143303,C38,40496
000708,中信特钢,0.18976730163214248,C31,19215
603018,华设集团,0.18973032591768435,M74,13765
300755,华致酒行,0.1896757868755693,F52,18669
300308,中际旭创,0.1896697263313534,C35,23799
002280,ST联络,0.18958687453189993,I65,12712
300358,楚天科技,0.1895513600061291,C35,16194
600704,物产中大,0.18952811191160723,F52,17393
600820,隧道股份,0.18952606000770758,E48,29752
600278,东方创业,0.1895219736952782,F52,17333
002375,亚厦股份,0.18946156461148747,E50,29229
300146,汤臣倍健,0.1894539311070758,C14,29544
001965,招商公路,0.1893874975197979,G54,34223
300808,久量股份,0.18931999314138387,C38,16372
300250,初灵信息,0.18931338929956265,C39,20132
603630,拉芳家化,0.18928328086387414,C26,19255
002094,青岛金王,0.18925279163328673,C41,19424
688011,新光光电,0.1892153762265713,C39,28068
300167,迪威迅,0.18921431169102962,I63,9154
000401,冀东水泥,0.18921121931079696,C30,20219
600363,联创光电,0.1891605082630078,C39,19399
002363,隆基机械,0.1891521518279709,C36,21887
000301,东方盛虹,0.1890626012341012,C17,30224
600292,远达环保,0.18906107826722493,D44,17988
002856,美芝股份,0.1890592977649057,E50,20906
600100,同方股份,0.189044168914325,I64,28761
300091,金通灵,0.1890433429821478,C34,32036
600587,新华医疗,0.18902004931749697,C35,27503
000520,长航凤凰,0.1890005193955744,C25,10624
002751,易尚展示,0.18899466845204196,C21,26807
600481,双良节能,0.18890729111753699,C38,5056
300621,维业股份,0.18889855211872159,E50,25378
601177,杭齿前进,0.18888788502235965,C34,20631
300276,三丰智能,0.1888862540677262,C35,30116
002812,恩捷股份,0.18888398845390642,C29,31701
000603,盛达资源,0.18885221673062316,C35,21279
688056,莱伯泰科,0.18885138513614022,C40,21017
300766,每日互动,0.1888308801068818,I64,36050
000716,黑芝麻,0.18879745609349943,S90,23135
002619,艾格拉斯,0.188765673534315,C30,9010
605376,博迁新材,0.1886916270726039,C33,20694
000509,ST华塑,0.18867733070318118,A04,9024
300269,联建光电,0.18863225971776248,C39,8832
300023,宝德股份,0.18862537576065555,C35,8452
000928,中钢国际,0.18862290136406884,C30,13663
688500,慧辰资讯,0.18861819218488377,I65,16618
688328,深科达,0.1885441370655505,C35,16826
300919,中伟股份,0.18849831576033482,C39,19953
300325,ST德威,0.18844008999528,C29,12058
002800,天顺股份,0.18843325421314294,G54,18722
603983,丸美股份,0.1884247196612021,C26,18842
002082,万邦德,0.1883902193820561,C32,20921
000819,岳阳兴长,0.18829973127293648,C25,13283
300029,ST天龙,0.18829192728816463,C35,10047
002181,粤传媒,0.18828124136460925,I65,26514
000159,国际实业,0.1882451695424629,C25,17495
300961,深水海纳,0.18815115609562674,N77,19060
002446,盛路通信,0.18814357142880367,C39,22036
002332,仙琚制药,0.18810205647161304,C27,28846
002330,得利斯,0.18803877101489094,C13,19288
300738,奥飞数据,0.1880367473668067,I65,32421
300302,同有科技,0.18799972480838859,I65,28463
300488,恒锋工具,0.1878809090298577,C33,11673
300599,雄塑科技,0.18783276232309623,C29,29545
300330,华虹计通,0.1878185489717644,I65,20361
002808,恒久科技,0.1877902523123298,C34,29565
603773,沃格光电,0.18777771706726745,C39,20277
600416,ST湘电,0.18772436242850177,C34,15845
000597,东北制药,0.18770150372664393,C27,20938
300507,苏奥传感,0.18769097819061673,C36,13323
605318,法狮龙,0.18764533094032484,C41,9391
300654,世纪天鸿,0.18762017713596207,R85,17925
002424,贵州百灵,0.18761894200923712,C27,34871
300593,新雷能,0.18761553890136323,C38,17787
003026,中晶科技,0.18757970346625039,C39,13945
002671,龙泉股份,0.18756140373642144,C30,23616
000825,太钢不锈,0.18754573622882098,C31,21385
300482,万孚生物,0.18754093097364158,C27,22854
600602,云赛智联,0.18750141393911876,C39,8370
000976,华铁股份,0.1874764513471486,C17,22493
002803,吉宏股份,0.1874678189713308,C23,22684
603095,越剑智能,0.18745364778808682,C35,14845
002483,润邦股份,0.18744942660482766,C43,29496
002406,远东传动,0.18744540369963175,C36,24140
600589,广东榕泰,0.18741093624194796,C29,15054
603603,博天环境,0.18735688670769576,N77,23439
300813,泰林生物,0.18734831778259048,C35,22804
002969,嘉美包装,0.18729250596758465,C33,19830
605133,嵘泰股份,0.18726240480745396,C33,14166
600980,北矿科技,0.18725926552560296,C39,17822
000682,东方电子,0.18719571899379964,I64,19939
300610,晨化股份,0.18719528168644434,C26,26085
002922,伊戈尔,0.18718715909200045,C38,21571
300271,华宇软件,0.18717644611712125,I65,24798
000930,中粮科技,0.18717272146503927,C14,15455
600117,西宁特钢,0.1870995146150568,C31,20016
603730,岱美股份,0.1870890066503743,C36,14660
601702,华峰铝业,0.18707199198051336,C32,13460
000776,广发证券,0.18705689033836706,G58,49583
300770,新媒股份,0.18702735248925303,I63,17907
600405,2020年,0.1869279201342428,C39,27459
300883,龙利得,0.18692605751536234,C22,23614
002392,北京利尔,0.18690993184286558,C30,19759
600736,苏州高新,0.18689082124727147,K70,28398
002271,东方雨虹,0.18688269548016107,C30,36792
002712,思美传媒,0.18674112947958058,L72,10695
300805,电声股份,0.1867352373958044,L72,27721
000707,ST双环,0.18672287749485975,C26,14594
300319,麦捷科技,0.1866571488297081,C39,22222
002188,ST巴士,0.1866419044319277,C39,9081
002002,鸿达兴业,0.1865937808880124,C29,37548
600501,航天晨光,0.18655519222016276,C37,17968
603277,银都股份,0.18655475761851287,C34,15878
300046,台基股份,0.18653174483255536,C39,16535
002968,新大正,0.18653126288200045,K70,22908
002449,国星光电,0.18650108273112265,C39,24345
600507,方大特钢,0.18647007979253952,C37,22361
600335,国机汽车,0.1864697986847504,C34,14275
603300,华铁应急,0.1864455302489698,L71,206521
300776,帝尔激光,0.18643064191208197,C35,21853
605155,西大门,0.18630886015002418,C41,12902
002437,誉衡药业,0.18626685691159128,C27,15966
000851,高鸿股份,0.1861040540328986,C30,36391
600435,北方导航,0.1860758730859492,C35,12207
002925,盈趣科技,0.18600048526247892,C39,42602
300095,华伍股份,0.1859877107760496,C34,26436
002684,ST猛狮,0.18598338943669993,C38,24084
002374,中锐股份,0.18593847645830947,C33,20081
300795,米奥会展,0.18591545600701628,L72,16974
300940,南极光,0.18589312090175808,C39,18112
000411,英特集团,0.18589107282008951,F52,20457
002908,德生科技,0.18585105192527246,I65,22416
300497,富祥药业,0.18582604486422513,C27,23057
688339,亿华通,0.18581923873800432,C38,18231
000567,海德股份,0.18580546579493626,S90,16374
300957,贝泰妮,0.18573898213331222,C26,24732
300791,仙乐健康,0.18566851966824552,C14,20250
002401,中远海科,0.18566829147480968,I65,16363
002102,ST冠福,0.1856672205053629,C30,19031
600107,美尔雅,0.18563703041072466,C18,18379
002415,海康威视,0.18562256755039627,C39,17013
000727,ST东科,0.18559311119418653,C38,7945
000822,山东海化,0.18556765636837405,C26,14489
002222,福晶科技,0.18553128185595116,C39,13954
300503,昊志机电,0.18549596955485914,C34,33220
600130,波导股份,0.1854931662604089,C39,9623
688456,有研粉材,0.18541774865937896,C33,18069
000009,中国宝安,0.18541763218339463,S90,28232
002439,启明星辰,0.18538392043879043,I65,28399
300726,宏达电子,0.18538098514167684,C39,22990
688136,科兴制药,0.1853395712137097,C27,22950
002427,ST尤夫,0.1853358976695585,C28,21313
000789,万年青,0.18532301620372588,C30,16610
688057,金达莱,0.18531721562126777,N77,14995
603041,美思德,0.18525424069547963,C26,17537
600605,汇通能源,0.18522841744248425,C34,12714
002542,中化岩土,0.1852193787541451,E50,25237
600198,大唐电信,0.18519988187029945,C39,16111
002788,鹭燕医药,0.18519313551267697,F51,22900
688199,久日新材,0.18511863344457674,C26,27837
000709,河钢股份,0.1851183229724246,C31,16246
000507,珠海港,0.1851130874028252,S90,31002
603982,泉峰汽车,0.18510782763863948,C36,19037
300089,文化长城,0.18510418259863948,C30,7512
000596,古井贡酒,0.18509932130114148,C15,16674
600475,华光环能,0.18509850214936535,C35,23797
000917,电广传媒,0.1850769409779045,R86,14593
000909,数源科技,0.18503868104352203,C39,27728
600284,浦东建设,0.18503069975123151,E48,23239
000559,万向钱潮,0.18500762317193692,C36,15310
688550,瑞联新材,0.18500147149707297,C26,21634
603161,2020年,0.18495512899550148,C36,17110
603828,柯利达,0.18494034531630935,E50,20803
601069,西部黄金,0.184902722932347,B09,13199
002732,燕塘乳业,0.18488985366759741,C14,23803
300253,卫宁健康,0.1848440897037769,I65,23970
603385,惠达卫浴,0.18482864694085813,C30,21810
603929,亚翔集成,0.18479404182430764,E49,19837
000723,美锦能源,0.1847917229158481,C25,24817
600083,ST博信,0.1847524863445969,C39,20984
002594,比亚迪,0.18469221044231426,C41,28010
603986,兆易创新,0.18457872412433537,C39,22923
603313,梦百合,0.1845528310949963,C21,20406
003023,彩虹集团,0.18453690163146402,C38,18339
300031,宝通科技,0.18442381811010009,C29,32113
600961,株冶集团,0.18440682392479013,C32,11825
300707,威唐工业,0.1843960960444837,C35,18970
002008,大族激光,0.18438286709885746,C39,32895
300733,西菱动力,0.1843777053636448,C36,20201
601992,金隅集团,0.18423361445096673,C30,21301
603017,中衡设计,0.18418910335574595,M74,15668
300907,康平科技,0.18417049866004936,C34,13777
002918,蒙娜丽莎,0.1841647086119997,C30,31917
300353,东土科技,0.18411623711074324,C39,27471
002175,ST东网,0.1840945770799112,C40,12040
002686,亿利达,0.18408370333191248,C34,19000
300608,思特奇,0.18408102271992116,I65,30169
002722,金轮股份,0.1840608374576982,C35,15125
603680,今创集团,0.18404233281546747,C37,19609
300584,海辰药业,0.18403394357092168,C27,24664
002717,岭南股份,0.1839727175204644,E48,34250
600282,南钢股份,0.18396235900015465,C31,34068
603322,超讯通信,0.18387569154242883,I65,22970
300343,联创股份,0.18386965642591013,C26,22016
300141,和顺电气,0.18384601428604094,C38,23771
300019,硅宝科技,0.18381621251334104,C26,21868
601881,中国银河,0.18378909046113623,J67,24444
601882,海天精工,0.18368113470239147,C34,14207
000899,赣能股份,0.18366610606792944,D44,20981
603789,星光农机,0.18360715873299843,C35,19443
300543,朗科智能,0.18359025216792177,C39,16407
300668,杰恩设计,0.1835730117560536,M74,19228
000062,深圳华强,0.18355156980978563,L71,31549
688015,交控科技,0.1834258339341137,C37,25347
603298,杭叉集团,0.18341222689794323,C34,12967
600654,ST中安,0.18340970100211712,C39,22081
002961,瑞达期货,0.18338158047638708,J67,38696
300681,英搏尔,0.18334571703646277,C38,12036
603600,永艺股份,0.18332608026633318,C21,25517
300955,嘉亨家化,0.18332099702985633,C26,19453
688608,恒玄科技,0.183297193291153,C39,14915
002398,垒知集团,0.18327011304258065,C41,23434
600531,豫光金铅,0.18325549502309513,C32,18952
002513,ST蓝丰,0.1832522092995795,C26,20368
002463,沪电股份,0.1832159534263949,C39,24064
300466,赛摩智能,0.1830598144134829,C40,18161
002362,汉王科技,0.1828979559156122,I65,25115
603768,常青股份,0.18279379967701007,C36,17607
002668,奥马电器,0.1826954261425524,C38,13069
002920,德赛西威,0.18264934900412788,C36,24905
300724,捷佳伟创,0.18263403521813146,C35,24830
300227,光韵达,0.18258372586453683,C39,26333
600710,苏美达,0.18255332445013095,C35,21704
000711,京蓝科技,0.18254732207273078,K70,21036
300811,铂科新材,0.18253454782410494,C39,21158
600841,上柴股份,0.1824381201040983,C34,12359
601113,ST华鼎,0.18241349546585592,C28,21464
000878,云南铜业,0.1824098939242268,C32,23054
002410,广联达,0.1823942392887063,I65,26846
603786,科博达,0.1823941543913142,C36,13328
002935,天奥电子,0.1823709990726056,C39,16379
600581,八一钢铁,0.18234957132693871,C31,16013
300030,阳普医疗,0.18232834972059817,C35,23499
688007,光峰科技,0.1823226553712109,C39,17049
600834,申通地铁,0.18227944583778508,D46,28336
002136,安纳达,0.18224743607998167,C26,20355
605055,迎丰股份,0.18220892766544358,C17,12164
300293,蓝英装备,0.182204784042359,C35,23029
002776,ST柏龙,0.18207744716103635,M74,19882
002325,洪涛股份,0.18205844955815803,E50,23168
600699,均胜电子,0.18203898954675538,C37,15387
688516,奥特维,0.18203687614364727,C35,19895
300640,德艺文创,0.18203344842950522,R87,23659
002991,甘源食品,0.18197321098607935,C13,26206
300699,光威复材,0.181928475183071,C28,32078
002478,常宝股份,0.18191491450249084,C31,19470
002067,景兴纸业,0.18191339540152607,C22,36598
300865,大宏立,0.1818635409176863,C35,20890
002319,ST乐通,0.18181078671360185,C26,14680
603011,合锻智能,0.18180345479147178,C34,17998
300946,恒而达,0.18177551812575485,C33,17818
600419,天润乳业,0.18177534613775237,C22,19489
002826,易明医药,0.18172125846041295,C27,22920
000038,深大通,0.18169510641280054,I64,18841
601187,厦门银行,0.1816819406546834,J66,36433
002166,莱茵生物,0.18165415448828173,C27,28847
002043,兔宝宝,0.18163939945711277,C20,17951
688063,派能科技,0.18162311889895152,C38,16272
688569,铁科轨道,0.18156865055981294,C37,16744
002414,高德红外,0.18152261336292963,C39,29176
002011,盾安环境,0.18147821669811742,C34,16709
603012,创力集团,0.18146043168486148,C35,20835
300058,蓝色光标,0.18137159238875164,I65,17418
300018,中元股份,0.1813489487895502,C38,24749
600796,钱江生化,0.18134693557388787,C27,24061
002836,新宏泽,0.18133457701918804,C23,15191
603189,网达软件,0.18130709315141372,I65,14622
300650,太龙照明,0.18129442237658971,C38,21843
300928,华安鑫创,0.1812275230924551,M74,17609
300785,值得买,0.18119090279338312,I64,28991
688399,硕世生物,0.18113215283118098,C27,17109
300496,中科创达,0.18104061989066778,I65,25532
002262,恩华药业,0.181028545126615,F51,30710
603960,克来机电,0.18102387624681868,C35,28050
002528,英飞拓,0.18102024927393068,C39,26581
600090,ST济堂,0.18100590676416559,C15,17107
002394,联发股份,0.1809940794118248,C17,25093
